date      ,team,rank             ,players
2022-08-15,27  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-08-15,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-08-15,29  ,Falcons          ,"['hAdji', 'Maka', 'Keoz', 'Python', 'Kyojin']"
2022-08-15,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-08-22,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-08-22,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-08-22,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-08-22,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-08-22,5   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-08-22,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-08-22,7   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-08-22,8   ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'Spinx']"
2022-08-22,9   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-08-22,10  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-08-22,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-08-22,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-08-22,13  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee']"
2022-08-22,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-08-22,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-08-22,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-08-22,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-08-22,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-08-22,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-08-22,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-08-22,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-08-22,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-08-22,23  ,Sprout           ,"['slaxz-', 'Staehr', 'lauNX']"
2022-08-22,24  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-08-22,25  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-08-22,26  ,MIBR             ,"['chelo', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-08-22,27  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-08-22,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-08-22,29  ,Falcons          ,"['hAdji', 'Maka', 'Keoz', 'Python', 'Kyojin']"
2022-08-22,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-01-03,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-01-03,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-01-03,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-01-03,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-01-03,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-01-03,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-01-03,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-01-03,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-01-03,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-01-03,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-01-03,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-01-03,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-01-03,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-01-03,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-01-03,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-01-03,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-01-03,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-01-03,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-01-03,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-01-03,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-01-03,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-01-03,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-01-03,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-01-03,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-01-03,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-01-03,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-01-03,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-01-03,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-01-03,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-01-03,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-01-10,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-01-10,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-01-10,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-01-10,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-01-10,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-01-10,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-01-10,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-01-10,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-01-10,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-01-10,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-01-10,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-01-10,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-01-10,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-01-10,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-01-10,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-01-10,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-01-10,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-01-10,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-01-10,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-01-10,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-01-10,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-01-10,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-01-10,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-01-10,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-01-10,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-01-10,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-01-10,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-01-10,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-01-10,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-01-10,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-01-17,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-01-17,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-01-17,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-01-17,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-01-17,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-01-17,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-01-17,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-01-17,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-01-17,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-01-17,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-01-17,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-01-17,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-01-17,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-01-17,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-01-17,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-01-17,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-01-17,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-01-17,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-01-17,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-01-17,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-01-17,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-01-17,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-01-17,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-01-17,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-01-17,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-01-17,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-01-17,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-01-17,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-01-17,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-01-17,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-01-24,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-01-24,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-01-24,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-01-24,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-01-24,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-01-24,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-01-24,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-01-24,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-01-24,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-01-24,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-01-24,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-01-24,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-01-24,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-01-24,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-01-24,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-01-24,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-01-24,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-01-24,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-01-24,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-01-24,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-01-24,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-01-24,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-01-24,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-01-24,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-01-24,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-01-24,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-01-24,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-01-24,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-01-24,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-01-24,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-01-31,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-01-31,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-01-31,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-01-31,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-01-31,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-01-31,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-01-31,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-01-31,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-01-31,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-01-31,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-01-31,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-01-31,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-01-31,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-01-31,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-01-31,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-01-31,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-01-31,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-01-31,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-01-31,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-01-31,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-01-31,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-01-31,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-01-31,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-01-31,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-01-31,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-01-31,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-01-31,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-01-31,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-01-31,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-01-31,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-02-07,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-02-07,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-02-07,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-02-07,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-02-07,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-02-07,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-02-07,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-02-07,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-02-07,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-02-07,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-02-07,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-02-07,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-02-07,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-02-07,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-02-07,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-02-07,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-02-07,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-02-07,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-02-07,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-02-07,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-02-07,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-02-07,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-02-07,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-02-07,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-02-07,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-02-07,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-02-07,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-02-07,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-02-07,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-02-07,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-02-14,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-02-14,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-02-14,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-02-14,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-02-14,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-02-14,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-02-14,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-02-14,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-02-14,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-02-14,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-02-14,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-02-14,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-02-14,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-02-14,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-02-14,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-02-14,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-02-14,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-02-14,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-02-14,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-02-14,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-02-14,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-02-14,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-02-14,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-02-14,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-02-14,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-02-14,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-02-14,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-02-14,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-02-14,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-02-14,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-02-21,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-02-21,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-02-21,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-02-21,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-02-21,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-02-21,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-02-21,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-02-21,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-02-21,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-02-21,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-02-21,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-02-21,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
